직종,세부직종,직무태그,근무경력,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_원본,해외취업여부,근무지역1,근무지역2,근무지역3
재료·화학·섬유·의복,에너지·환경,"대기환경,수질환경,환경,환경관리",7,정규직,"서울,경기,인천",선문대학교,환경,TOEIC,有,70.0,7개월,x,서울,경기,인천
경영·기획·회계·사무,무역·수출입·운송사무,"교육기획,교육담당,교육훈련영어,영업기획,해외영업,어학연수,유학,관광,관광통역,레저관광,면세점,호텔리어",72,정규직,"서울,서울,부산",동아대학교,불어,불확실,有,70.0,6년 0개월,x,서울,서울,부산
영업·판매·TM,영업·영업기획,"거래처관리,매장관리,농업",0,정규직,"대전,충남,전북",전주대학교,생명,미응시,無,80.0,0개월,x,대전,충남,전북
영업·판매·TM,영업·영업기획,"거래처관리,대리점관리,매장관리,기술영업",30,정규직,"대전,충남,전북",전주대학교,생명,불확실,有,80.0,2년 6개월,x,대전,충남,전북
디자인,그래픽디자인·CG,디자인홍보실패키지화장품,72,정규직,"서울,서울,서울",군산대학교,디자인,미응시,無,80.0,6년 0개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,"거래처관리,대리점관리,영업관리,거래처관리,국내영업",55,정규직,"경기,서울,서울",세명대학교,국어,미응시,有,90.0,4년 7개월,x,경기,서울,서울
경영·기획·회계·사무,인사·노무·교육·인재개발,"교육개발,교육기획",0,정규직,"서울,경기,",선문대학교,행정,HSK,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,경영기획,경영전략,경영혁신,신규사업기획,전략기획,사업기획,구매관리,영업기획,기술영업,기술영업,매출관리,구매자재,공장장,사업제휴",252,"정규직, 해외취업","경기,서울,충남",성균관대학교,산업,불확실,有,70.0,21년 0개월,o,경기,서울,충남
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영기획,경영지원,경영전략,경영분석",91,정규직,"서울,,",한성대학교,경제,미응시,無,80.0,7년 7개월,x,서울,서울,서울
IT·게임,"응용프로그래머(Unix,Linux,Java)",프로그래밍개발웹메일CC++데이터베이스DB게임시스템,0,계약직,"서울,경기,해외",중앙대학교,컴퓨터,TOEIC,有,70.0,0개월,x,서울,경기,해외
경영·기획·회계·사무,구매·자재사무,"MD,구매,자재,영업관리",108,정규직,"서울,경기,",중앙대학교,행정,미응시,有,60.0,9년 0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"4대보험,경리,관리,급여,급여관리,부가세신고,사무,연말정산,원천세,일반사무",84,정규직,"경기,,",용인대학교,통계,미응시,無,60.0,7년 0개월,x,경기,경기,경기
IT·게임,웹기획·웹마케팅·PM,"웹프로그래머,AJAX,Java,jsp,mhtml,MySQL,php,Servlet,xml,EJB",161,정규직,"서울,해외,",중앙대학교,컴퓨터,미응시,有,80.0,13년 5개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,제어계측,수질환경,환경관리,생명공학,생명과학,경영전략,경영분석,창업컨설팅",0,정규직,"대전,서울,",한밭대학교,경영,기타,有,60.0,0개월,x,대전,대전,대전
경영·기획·회계·사무,경영·기획·전략,"경영기획,경영전략,경영지원,웹서비스기획,웹기획,스토리보드,PM,프로젝트매니저,컨텐츠기획,PM,웹광고기획,키워드광고",26,"정규직, 병역특례","서울,경기,",한성대학교,산업,TOEIC,有,60.0,2년 2개월,x,서울,서울,서울
건설·기계·전기·전자,전기·전자·제어,"전자회로,전자,전자공학,전자통신,통신,펌웨어,회로설계,PCB,RF,R&D,기술개발,프로그램강의,유비쿼터스,RFID",73,정규직,"서울,경기,인천",연세대학교,물리,TOEIC,有,70.0,6년 1개월,x,서울,경기,인천
경영·기획·회계·사무,경영·기획·전략,"경영전략,경영기획,마케팅기획,결산,경영,경영기획,공시,금융,세무회계,재무,회계,IR",24,정규직,"서울,서울,경기",연세대학교,경영,미응시,無,70.0,2년 0개월,x,서울,서울,경기
재료·화학·섬유·의복,섬유·의복,"니트,섬유,의류,중국어,해외사업,해외영업,중국어,관광통역,바이어관리",36,"정규직, 해외취업","서울,부산,중국",동서대학교,중국,HSK,有,70.0,3년 0개월,o,서울,부산,중국
경영·기획·회계·사무,사무·총무·법무,"사무,사무행정,일반사무,기획,인사,기획,비서,안내,임원비서,여행사",6,정규직,"부산,서울,경기",동아대학교,철학,HSK,無,70.0,6개월,x,부산,서울,경기
IT·게임,웹프로그래머,".NET,웹프로그래머,asp,jsp,Java,php",72,정규직,"서울,,",군산대학교,컴퓨터,미응시,有,70.0,6년 0개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,"CRM,마케팅,교육,고객서비스",79,정규직,"서울,,",전주대학교,정보,불확실,有,80.0,6년 7개월,x,서울,서울,서울
전문·교육·자격,기타 전문·교육·자격,"헬스,수영,전문직,회의,기타직",36,"계약직, 해외취업","서울,일본,부산",동서대학교,스포츠,불확실,有,80.0,3년 0개월,o,서울,일본,부산
경영·기획·회계·사무,무역·수출입·운송사무,"무역영어,영어,외화번역,관광통역,번역,무역",0,정규직,"서울,서울,서울",동덕여자대학교,영어,TOEIC,有,90.0,0개월,x,서울,서울,서울
디자인,그래픽디자인·CG,"포토샵,편집디자인,맥디자인,웹디자인,일러스트",0,계약직,"서울,경기,전북",광주대학교,디자인,미응시,無,70.0,0개월,x,서울,경기,전북
디자인,의류·패션·잡화디자인,가전판매,26,정규직,"광주,광주,광주",광주대학교,경영,미응시,無,80.0,2년 2개월,x,광주,광주,광주
경영·기획·회계·사무,마케팅·마케팅기획,"리서치,SPSS,설문조사,시장조사,정보검색,조사분석,통계",85,정규직,"서울,경기,",성균관대학교,통계,미응시,無,80.0,7년 1개월,x,서울,서울,서울
재료·화학·섬유·의복,화학·화공,"화공,공정,프로세스,화학공학,화공,석유화학",0,정규직,"서울,서울,서울",선문대학교,화학,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,기타,0,계약직,"서울,서울,서울",동아대학교,일본,미응시,無,80.0,0개월,x,서울,서울,서울
재료·화학·섬유·의복,화학·화공,"화공,화학,석유화학",108,정규직,"경기,경기,",기타,화학,미응시,有,110.0,9년 0개월,x,경기,경기,경기
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,스포츠마케팅,MBA,CRM,해외마케팅,매장관리,대리점관리,영업관리,영업기획,매출관리,기술영업,시스템영업,하드웨어영업,수출,중국무역,해외마케팅,해외시장개척,해외영업,은행",48,"정규직, 해외취업","경기,서울,중국",중앙대학교,기계,IELTS,無,70.0,4년 0개월,o,경기,서울,중국
디자인,의류·패션·잡화디자인,"패션디자인,니트디자인,남성복디자인,소재디자인,우븐디자인,텍스타일디자인,잡화디자인,악세사리디자인,쥬얼리디자인,섬유디자인,데님디자인",29,정규직,"서울,경기,",이화여자대학교,섬유,불확실,有,60.0,2년 5개월,x,서울,서울,서울
IT·게임,웹기획·웹마케팅·PM,"PM,웹프로그래머,asp,SQL,코딩",78,"정규직, 계약직","서울,인천,",세명대학교,경영,미응시,無,80.0,6년 6개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,브랜딩,사업기획,온라인마케팅,사업제휴,스포츠마케팅,광고,광고기획,광고대행,홍보,PR,온라인광고,브랜딩,영업관리,영업기획,영업지원,영업기획",24,"정규직, 계약직","서울,경기,서울",성결대학교,경영,미응시,無,60.0,2년 0개월,x,서울,경기,서울
경영·기획·회계·사무,경영·기획·전략,경영관리,36,"정규직, 계약직","서울,,",한림대학교,통신,미응시,無,70.0,3년 0개월,x,서울,서울,서울
경영·기획·회계·사무,생산관리·품질관리·품질보증,"부자재,생산관리,의류,남성복,섬유,거래처관리,상품입출고,원단",119,정규직,"서울,경기,",기타,물리,TOEIC,有,50.0,9년 11개월,x,서울,서울,서울
건설·기계·전기·전자,CAD·CAM,"PCB,POWERPCB,PADS,CAD,연구,기술개발,R",24,정규직,"서울,경기,경기",광주대학교,전자,미응시,無,80.0,2년 0개월,x,서울,경기,경기
건설·기계·전기·전자,건설·토목·건축설비,건축시공,165,정규직,"서울,경기,인천",한밭대학교,건축,미응시,有,50.0,13년 9개월,x,서울,경기,인천
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영지원,기업인수합병,경영지원,노무,영업지원,총무,자재,행정,노사관리,인사담당,인사총무,인재교육,영업기획,법인영업,법무사",0,정규직,"서울,서울,서울",동의대학교,경찰,TEPS,有,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,",사무,사무행정,파워포인트,행정,OA,관리,유통,관리,문서관리,일반사무,행정,사무,워드",0,정규직,"경기,경기,경기",기타,행정,불확실,有,70.0,0개월,x,경기,경기,경기
경영·기획·회계·사무,경영·기획·전략,"경영관리,해외영업,해외영업,고객관리",180,정규직,"부산,,",연세대학교,경영,미응시,無,60.0,15년 0개월,x,부산,부산,부산
디자인,의류·패션·잡화디자인,"해외구매대행,위즈위드,구매대행,해외",6,정규직,"서울,경기,경기",서울여자대학교,의류,미응시,無,60.0,6개월,x,서울,경기,경기
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영,브랜드매니저",42,정규직,"서울,경기,일본",선문대학교,경제,미응시,無,70.0,3년 6개월,x,서울,경기,일본
경영·기획·회계·사무,경영·기획·전략,",노무,경영,복리후생,급여,관리,경영지원,기획,엑셀,사무,자재,총무,파워포인트,행정,교육개발,임금관리,인사담당,인사총무,인사통합,조직관리",94,정규직,"서울,충북,전북",전주대학교,전산,미응시,有,80.0,7년 10개월,x,서울,충북,전북
경영·기획·회계·사무,경영·기획·전략,"경영,기획,경영,관리,구매,노무,노사,문서수발,비품관리,사무,엑셀,워드,총무,인사,인재,인재관리,조직관리,인사총무,구매,자재관리",36,정규직,"서울,,",경기대학교,토목,미응시,有,70.0,3년 0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"사무행정,엑셀,행정,일반사무,마케팅,광고,컴퓨터강사,사무직",78,정규직,"서울,서울,경기",전주대학교,정보,미응시,有,60.0,6년 6개월,x,서울,서울,경기
경영·기획·회계·사무,마케팅·마케팅기획,"고객분석,CRM",66,정규직,"서울,,",동덕여자대학교,통계,미응시,無,60.0,5년 6개월,x,서울,서울,서울
재료·화학·섬유·의복,섬유·의복,머천다이저,0,정규직,"서울,서울,서울",세종대학교,경영,미응시,無,90.0,0개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,"대리점관리,거래처관리,매출관리,영업기획,거래처관리,영업기획,거래선개발,식품영업",44,정규직,"서울,경기,경기",기타,국어,미응시,有,70.0,3년 8개월,x,서울,경기,경기
경영·기획·회계·사무,경영·기획·전략,"경영,패션MD,시장조사,물류,물류관리,물류기획,유통",0,정규직,"서울,인천,경기",한세대학교,경영,TOEIC,有,70.0,0개월,x,서울,인천,경기
경영·기획·회계·사무,마케팅·마케팅기획,"해외마케팅,해외시장개척,해외사업,해외마케팅,해외영업,중국어",18,정규직,"서울,경기,",중앙대학교,민속,HSK,無,70.0,1년 6개월,x,서울,서울,서울
건설·기계·전기·전자,반도체·디스플레이·광학,"반도체장비,반도체,반도체생산,LED",93,정규직,"광주,충북,전북",광주대학교,반도체,TOEIC,無,80.0,7년 9개월,x,광주,충북,전북
전문·교육·자격,교육·교사·교수·강사,"수학,전문직,교재",0,정규직,"서울,서울,서울",성신여자대학교,수학,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,인사·노무·교육·인재개발,"교육개발,교수설계,교육기획,교육담당,교육훈련,기업교육,인재교육,인재관리,사무직,화학",82,정규직,"서울,서울,서울",동덕여자대학교,보건,미응시,無,80.0,6년 10개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅기획,구매,마케팅,구두,넥타이,모자,섬유,신발,악세사리,잡화,매장관리,거래처관리",123,정규직,"서울,경기,해외",광주대학교,광고,불확실,有,70.0,10년 3개월,x,서울,경기,해외
경영·기획·회계·사무,마케팅·마케팅기획,"영어,초중고교사",36,정규직,"인천,경기,서울",서원대학교,영어,미응시,無,70.0,3년 0개월,x,인천,경기,서울
경영·기획·회계·사무,마케팅·마케팅기획,"해외마케팅,무역영어,유통,해외영업,고객관리,백화점영업,유통영업,해외영업,판매영업",12,정규직,"서울,서울,서울",동덕여자대학교,경영,TOEIC,有,80.0,1년 0개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,회계,72,정규직,"경기,서울,",서원대학교,회계,미응시,有,60.0,6년 0개월,x,경기,경기,경기
경영·기획·회계·사무,마케팅·마케팅기획,마케팅,2,정규직,"서울,부산,",성균관대학교,경영,TOEIC,有,60.0,2개월,x,서울,서울,서울
IT·게임,"응용프로그래머(Unix,Linux,Java)","unix,linux,UnixC,C++,시스템프로그래머",106,"정규직, 계약직, ","서울,경기,해외",동서대학교,컴퓨터,TOEIC,無,70.0,8년 10개월,x,서울,경기,해외
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,물류기획,거래처관리,매장관리,매출관리,영업관리,영업기획,영업기획",24,정규직,"서울,경기,인천",세종대학교,경영,미응시,有,70.0,2년 0개월,x,서울,경기,인천
경영·기획·회계·사무,사무·총무·법무,",경영지원,문서작성,급여,엑셀,사무행정,사무,OA,행정,경리,경영,급여관리,사무보조,일반사무,물류,물류관리,한글,엑셀,파워포인트,문서관리",6,정규직,"경기,서울,전국",경기대학교,경영,TOEIC,有,70.0,6개월,x,경기,서울,전국
경영·기획·회계·사무,비서·인포메이션·수행·안내,비서,68,정규직,"서울,서울,경기",기타,음악,미응시,有,70.0,5년 8개월,x,서울,서울,경기
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영지원,경영지원,인사관리,물류관리",50,정규직,"서울,경기,",중앙대학교,무역,미응시,有,70.0,4년 2개월,x,서울,서울,서울
경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질관리,생산기술,생산관리,구매관리,구매,기계,기계설계",0,정규직,"서울,경기,인천",기타,기계,미응시,無,70.0,0개월,x,서울,경기,인천
건설·기계·전기·전자,기계·기계설계·기계설비,"기계,기계설비",26,정규직,"대전,충남,충북",한밭대학교,기계,TOEIC,有,70.0,2년 2개월,x,대전,충남,충북
경영·기획·회계·사무,사무·총무·법무,"경영지원,관리,문서작성,사무,사무행정,영업지원,일반사무,총무,비서,영어,임원비서",65,정규직,"서울,경기,",이화여자대학교,교육,TOEIC,無,60.0,5년 5개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,"결산,관리,무역,부가세신고,예산,원가,전산회계",40,정규직,"서울,서울,경기",세종대학교,경제,TOEIC,有,70.0,3년 4개월,x,서울,서울,경기
IT·게임,시스템분석·설계·컨설턴트·ERP,ERP,133,"계약직, ","서울,경기,",동덕여자대학교,전자,미응시,有,80.0,11년 1개월,x,서울,서울,서울
경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,구매,구매관리,구매자재,물류관리,생산관리,외주관리,무역일반,물류관리,조선",11,정규직,"부산,경남,울산",동서대학교,컴퓨터,미응시,無,70.0,11개월,x,부산,경남,울산
경영·기획·회계·사무,경영·기획·전략,"경영지원,품질관리,운송,거래처관리,고객관리",90,정규직,"서울,경기,경기",경기대학교,회계,불확실,有,80.0,7년 6개월,x,서울,경기,경기
경영·기획·회계·사무,사무·총무·법무,"영업관리,일반관리,영업지원,가방",43,정규직,"서울,서울,서울",세종대학교,경영,미응시,無,90.0,3년 7개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,",기업분석,4대보험,경영,경영지원,급여,노사,더존,복리후생,엑셀,일반사무,임금관리,노무,노무관리,인사관리,HRD,HRM,인사노무,인사총무,인사담당",132,정규직,"서울,경기,경기",성결대학교,경영,미응시,無,80.0,11년 0개월,x,서울,경기,경기
경영·기획·회계·사무,경영·기획·전략,교육,72,정규직,"대전,,",동덕여자대학교,식품,미응시,無,80.0,6년 0개월,x,대전,대전,대전
경영·기획·회계·사무,경리·회계,"재무,자금,회계,세무,경리,결산,관리",0,계약직,"서울,경기,",중앙대학교,경영,미응시,無,60.0,0개월,x,서울,서울,서울
디자인,의류·패션·잡화디자인,국내영업,27,정규직,"부산,서울,서울",신라대학교,전자,미응시,無,50.0,2년 3개월,x,부산,서울,서울
경영·기획·회계·사무,사무·총무·법무,",결산,더존,복리후생,부가세,엑셀,워드,총무,파워포인트,4대보험,경리,급여관리,더존,부가세신고,세무회계,임금관리,총무,전산회계,출납,문서작성",130,정규직,"서울,,",군산대학교,국어,미응시,有,70.0,10년 10개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,"영업관리,대리점관리,매장관리,기술영업,중국무역,해외사업,해외마케팅,해외시장개척,해외영업,시스템영업,금융영업,국내영업,중국영업",48,정규직,"경기,서울,중국",중앙대학교,기계,IELTS,無,70.0,4년 0개월,x,경기,서울,중국
경영·기획·회계·사무,무역·수출입·운송사무,"무역,무역사무,무역일반,수입,수출,중국무역,LC,엑셀,워드,문서관리,사무보조,호텔,호텔리어,면세점",13,"정규직, 계약직, 인턴","서울,서울,경기",동의대학교,중국,HSK,有,60.0,1년 1개월,x,서울,서울,경기
재료·화학·섬유·의복,섬유·의복,머천다이저(MD),49,정규직,"서울,서울,서울",세종대학교,경제,TOEIC,無,80.0,4년 1개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,",급여,4대보험,부가세신고,급여관리,엑셀,일반사무,한글,워드,엑셀,결산,복리후생,재무,전산회계,사무,원천세,전산회계,재무",46,정규직,"서울,,",세명대학교,디자인,미응시,有,80.0,3년 10개월,x,서울,서울,서울
경영·기획·회계·사무,인사·노무·교육·인재개발,"거래처관리,영업관리,영업지원,국내영업,기술영업,영업기획",24,정규직,"서울,경기,해외",용인대학교,화학,미응시,有,80.0,2년 0개월,x,서울,경기,해외
IT·게임,웹디자인,웹디자인,0,계약직,"서울,서울,서울",경기대학교,디자인,미응시,有,70.0,0개월,x,서울,서울,서울
디자인,인테리어·공간디자인,"실내디자인,인테리어,공간디자인,VMD",12,정규직,"서울,,",용인대학교,디자인,TOEIC,無,70.0,1년 0개월,x,서울,서울,서울
IT·게임,웹프로그래머,".NET,웹프로그래머,AJAX,asp,Java,Windows2000,SQL,IIS,MCSE,서버관리,jsp,Servlet,EJB,SQL",42,정규직,"서울,부산,경기",동아대학교,컴퓨터,TOEIC,有,70.0,3년 6개월,x,서울,부산,경기
경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,경영기획,경영전략,경영지원,내부감사,CFO,CEO,노무,인사,재무,예산,회계,CFO,재무,자금,결산",217,정규직,"서울,부산,대전",중앙대학교,경제,미응시,無,80.0,18년 1개월,x,서울,부산,대전
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영기획,경영지원,기획전략,구매,구매관리,구매자재,발주,부자재,상품입출고,자재,자재관리,자재입출고,재고관리,거래처관리,고객관리,영업기획",0,정규직,"서울,,",서울여자대학교,국제,TOEIC,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"경영기획,경영분석,관리,경리,경영기획,경영지원,CFO,재무,세무,자금,결산,외환",181,정규직,"부산,경남,울산",동아대학교,경영,미응시,無,80.0,15년 1개월,x,부산,경남,울산
IT·게임,시스템분석·설계·컨설턴트·ERP,"ERP,IT기술지원,Windows2000,Unix,서버관리,서버,전산기획",87,정규직,"서울,경기,",기타,정보,미응시,無,60.0,7년 3개월,x,서울,서울,서울
IT·게임,웹프로그래머,"웹프로그래머,php,MySQL,asp,AJAX,데이터베이스,모델링",96,정규직,"서울,캐나다,해외",동아대학교,산업,미응시,有,70.0,8년 0개월,x,서울,캐나다,해외
IT·게임,시스템프로그래머,"게임개발,서버개발",110,"정규직, 해외취업","서울,중국,해외",군산대학교,정보,미응시,無,80.0,9년 2개월,o,서울,중국,해외
경영·기획·회계·사무,물류·유통관리,",해외영업,무역",90,정규직,"부산,경남,울산",동아대학교,영어,미응시,無,60.0,7년 6개월,x,부산,경남,울산
영업·판매·TM,해외영업,무역,58,정규직,"서울,,",성균관대학교,금속,JLPT,有,60.0,4년 10개월,x,서울,서울,서울
IT·게임,컴퓨터·PC수리,PC수리조립,36,정규직,"인천,서울,경기",서울신학대학교,사회,미응시,有,80.0,3년 0개월,x,인천,서울,경기
경영·기획·회계·사무,무역·수출입·운송사무,"무역실무,화공,수출입관리",24,정규직,"서울,경기,충북",기타,화학,미응시,無,60.0,2년 0개월,x,서울,경기,충북
경영·기획·회계·사무,무역·수출입·운송사무,"바이어발굴,바이어상담,선적,수입,수출,바이어관리,해외영업,해외시장개척,해외사업,해외마케팅,해외구매,무선통신,모바일기획,정보통신,무역영어,무역실무,바이어관리",150,정규직,"서울,경기,인천",동의대학교,영어,TOEIC,有,80.0,12년 6개월,x,서울,경기,인천
경영·기획·회계·사무,무역·수출입·운송사무,"MR,해외영업,무역중개인,바이어상담,바이어관리,무역실무,무역영어,의류,수출입관리",96,정규직,"서울,,",광주대학교,무역,미응시,有,80.0,8년 0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,"경영,경영관리,경영기획,경영,경영혁신,기획,전략,전략기획",99,정규직,"서울,전국,",서울여자대학교,경영,미응시,有,80.0,8년 3개월,x,서울,서울,서울
경영·기획·회계·사무,구매·자재사무,"구매자재,자재관리",38,정규직,"충남,서울,대전",한성대학교,기계,불확실,有,60.0,3년 2개월,x,충남,서울,대전
IT·게임,웹프로그래머,"Java,Servlet,웹프로그래머,EJB,SCJP,jsp,SQL,xml,EJB,Swing,JAVA,EJB,EJB,전산직,JSP,ORACLE,JAVA,데이터베이스,전산직,전산",0,정규직,"전국,서울,전남",목포대학교,토목,불확실,有,70.0,0개월,x,전국,서울,전남
통신·모바일,무선·위성·이동통신,"CDMA,RF",55,정규직,"서울,,",연세대학교,전기,미응시,無,70.0,4년 7개월,x,서울,서울,서울
경영·기획·회계·사무,무역·수출입·운송사무,"무역,무역사무,무역영어,바이어관리,바이어발굴,바이어상담,수출,수출입관리,영업기획,무역,수출,무역일반,무역영어",87,정규직,"서울,경기,인천",중앙대학교,전기,TOEIC,無,70.0,7년 3개월,x,서울,경기,인천
건설·기계·전기·전자,전기·전자·제어,"AutoCad,CAM,PCB,전기,반도체",25,정규직,"충남,경기,",군산대학교,전기,TOEIC,無,70.0,2년 1개월,x,충남,충남,충남
영업·판매·TM,해외영업,"해외영업,컨설팅,해외무역",0,계약직,"서울,해외,기타",기타,디자인,TOEIC,有,70.0,0개월,x,서울,해외,기타
경영·기획·회계·사무,경영·기획·전략,"경영,마케팅,거래처관리,영업지원",34,정규직,"서울,경기,",중앙대학교,경영,미응시,無,70.0,2년 10개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,"회계,관리",0,계약직,"서울,경기,",성균관대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"경영,경영지원,관리,문서작성,문서수발,비품관리,일반사무,워드,영업지원,총무,행정,법률,법무사,법무사,채권관리",49,"정규직, 계약직","서울,경기,경기",성결대학교,행정,미응시,有,70.0,4년 1개월,x,서울,경기,경기
재료·화학·섬유·의복,에너지·환경,"수질환경,위험물관리",0,정규직,"경기,제주,서울",제주대학교,환경,TOEIC,有,80.0,0개월,x,경기,제주,서울
경영·기획·회계·사무,인사·노무·교육·인재개발,"비서,임원비서,리셉션,HR,인사,호텔",12,"정규직, 계약직, 해외취업","서울,경기,해외",서울여자대학교,경영,TOEIC,有,70.0,1년 0개월,o,서울,경기,해외
IT·게임,전산사무·전산관리,전산직,3,정규직,"서울,서울,서울",서울여자대학교,컴퓨터,TOEIC,有,70.0,3개월,x,서울,서울,서울
경영·기획·회계·사무,상담·고객지원,"서비스,영어,에미레이츠승무원,안내",13,정규직,"부산,울산,대구",동의대학교,영어,미응시,無,60.0,1년 1개월,x,부산,울산,대구
IT·게임,웹기획·웹마케팅·PM,"보안,PM,금융,외환,외화자금,ERP",0,계약직,"서울,경기,",인천대학교,전자,미응시,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경영·기획·전략,",결산,감사,경영지원,부가세신고,총무,재무기획,회계,급여관리,더존,연말정산,기획,원천세,원가,재무,예산",26,정규직,"서울,경기,인천",기타,회계,불확실,有,80.0,2년 2개월,x,서울,경기,인천
경영·기획·회계·사무,사무·총무·법무,"관리,사무,홍보",0,계약직,"서울,경기,서울",전주대학교,체육,미응시,有,70.0,0개월,x,서울,경기,서울
경영·기획·회계·사무,기타 경영·기획·회계·사무,일반관리,195,정규직,"경기,경기,서울",경기대학교,회계,미응시,無,80.0,16년 3개월,x,경기,경기,서울
재료·화학·섬유·의복,화학·화공,"플랜트,가스,건설,엔지니어링,시운전,사업관리,공정설계",0,계약직,"서울,울산,부산",연세대학교,화공,미응시,無,70.0,0개월,x,서울,울산,부산
경영·기획·회계·사무,광고·홍보,"쇼핑몰,매장관리,정보검색,웹서비스기획,레저,광고대행,홍보대행,광고제작,광고PD",15,정규직,"서울,경기,기타",성결대학교,전자,미응시,有,60.0,1년 3개월,x,서울,경기,기타
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영,경영전략,구매,구매관리,자재관리,무역,무역실무,무역일반,영업기획,구매자재,물류관리,발주,상품입출고,재고관리,바이어관리,국제무역사,무역사무,수출입,고객관리",84,정규직,"서울,경기,경기",성균관대학교,어문학부,불확실,無,50.0,7년 0개월,x,서울,경기,경기
경영·기획·회계·사무,물류·유통관리,상품입출고,24,정규직,"부산,서울,",동아대학교,독어,불확실,無,70.0,2년 0개월,x,부산,부산,부산
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅기획,마케팅,CRM,일반관리,고객관리,CS,콜센터,고객관리,조사분석,설문조사,리서치",120,정규직,"서울,경기,",중앙대학교,화학,미응시,無,70.0,10년 0개월,x,서울,서울,서울
재료·화학·섬유·의복,제약·의약,영양사,0,계약직,"서울,경기,대전",이화여자대학교,식품,미응시,無,70.0,0개월,x,서울,경기,대전
건설·기계·전기·전자,건설·토목·건축설비,"건설,토목,토목감리,공무,토목시공,현장감리,시공감리",60,정규직,"경기,대전,부산",동의대학교,토목,불확실,有,80.0,5년 0개월,x,경기,대전,부산
경영·기획·회계·사무,사무·총무·법무,"품질관리,품질보증,교육훈련,인사통합,경영지원,사무행정,자재,행정,영업지원,일반사무,복리후생,인사담당,인사총무,기획",41,정규직,"광주,전남,",호남대학교,경영,TOEIC,無,80.0,3년 5개월,x,광주,광주,광주
경영·기획·회계·사무,경영·기획·전략,"교육기획,기업교육,마케팅기획,업무제휴,거래처관리,경영기획,경영지원",0,정규직,"서울,인천,기타",호남대학교,경영,미응시,有,70.0,0개월,x,서울,인천,기타
재료·화학·섬유·의복,섬유·의복,MR5년경력직,60,정규직,"서울,,",협성대학교,영어,불확실,無,80.0,5년 0개월,x,서울,서울,서울
기타 직종,운전·운송·택배·배송,승용기사,109,"정규직, 계약직","경기,서울,",상지대학교,경영,불확실,有,80.0,9년 1개월,x,경기,경기,경기
건설·기계·전기·전자,반도체·디스플레이·광학,반도체장비,108,정규직,"경기,경기,경기",한림대학교,전자,미응시,無,60.0,9년 0개월,x,경기,경기,경기
전문·교육·자격,호텔·숙박·여행,"관광,현지가이드,인솔자,호텔리어,객실부",12,"정규직, 해외취업, 인턴, ","서울,해외,해외",상지대학교,경영,TOEIC,無,90.0,1년 0개월,o,서울,해외,해외
경영·기획·회계·사무,광고·홍보,"광고기획,그래픽디자인,CI,포장디자인,일러스트,포토샵,시각디자인,정보디자인",83,정규직,"서울,서울,서울",이화여자대학교,교육,TOEIC,有,50.0,6년 11개월,x,서울,서울,서울
